X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;Y
1;0;37.8;60;42;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;1;0;0;0
0;0;38.3;72;30;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;43;7;0;1;0;3.9;1;0;0;1
0;0;37.8;48;12;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;1;0;0;37;5.5;0;1;0;1.3;1;0;0;0
0;0;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;1;0;0
1;0;37.7;48;30.52189;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45;76;0;1;0;2.94812;1;0;0;0
1;0;37.7;96;30;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;4;0;0;0;1;0;0;0;0;1;66;7.5;0;1;0;2.94812;0;1;0;1
1;0;37.2;108;12;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;6;0;0;1;0;0;0;1;0;0;52;8.2;0;0;1;7.4;0;0;1;1
0;0;37.2;60;30.52189;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;43;6.6;0;1;0;2.94812;1;0;0;1
0;0;38.2;64;28;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;1;0;49;8.6;0;1;0;6.6;1;0;0;1
0;0;38.13445;100;30;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;4.962319;0;0;0;1;0;0;0;1;0;52;6.6;0;1;0;2.94812;1;0;0;1
1;0;38.13445;104;24;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;4.962319;0;0;0;1;0;1;0;0;0;73;8.4;0;1;0;2.94812;0;0;1;1
1;0;38.3;112;16;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;51;6;0;1;0;1;0;0;1;0
0;0;37.8;72;30.52189;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;56;80;1;0;0;2;1;0;0;1
1;0;38.6;52;30.52189;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;1;0;0;32;6.6;1;0;0;5;1;0;0;0
0;1;39.2;146;96;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;1;0;1
0;0;38.13445;88;30.52189;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;4.962319;0;0;0;1;0;0;0;0;1;63;6.5;0;0;1;2.94812;0;1;0;1
1;1;39;150;72;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;47;8.5;0;1;0;0.1;1;0;0;1
1;0;38;60;12;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;1;0;0;0;1;0;0;0;47;7;0;1;0;2.94812;1;0;0;0
0;0;38.13445;120;30.52189;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;52;67;0;1;0;2;0;0;1;1
0;0;35.4;140;24;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;57;69;0;0;1;2;0;0;1;1
1;0;38.13445;120;30.52189;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;60;6.5;0;0;1;2.94812;0;1;0;1
0;0;37.9;60;15;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;65;7.5;0;1;0;2.94812;1;0;0;1
1;0;37.5;48;16;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;37;6.5;0;1;0;2.94812;1;0;0;0
0;0;38.9;80;44;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;7;0;0;1;0;1;0;0;0;0;54;6.5;0;0;1;2.94812;0;1;0;1
1;0;37.2;84;48;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;4.962319;0;1;0;0;1;0;0;0;0;73;5.5;0;1;0;4.1;0;1;0;0
1;0;38.6;46;30.52189;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;1;0;0;0;49;9.1;1;0;0;1.6;1;0;0;0
0;0;37.4;84;36;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;0;1;2.94812;0;1;0;1
1;0;38.13445;70.75731;30.52189;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;1;0;0;0;1;0;0;0;43;7.7;0;1;0;2.94812;1;0;0;0
1;0;38.6;40;20;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;41;6.4;0;1;0;2.94812;1;0;0;0
1;0;40.3;114;36;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;7;1;0;0;0;0;0;0;0;1;57;8.1;0;0;1;4.5;0;0;1;1
0;1;38.6;160;20;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;38;24.77108;0;1;0;2.94812;0;1;0;1
0;0;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;24;6.7;0;1;0;2.94812;1;0;0;1
0;0;38.13445;64;36;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;42;7.7;0;1;0;2.94812;0;1;0;1
0;0;38.13445;70.75731;20;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;1;0;53;5.9;0;0;1;2.94812;0;1;0;1
1;0;38.13445;96;30.52189;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;60;24.77108;0;1;0;2.94812;0;1;0;1
1;0;37.8;48;32;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;37;6.7;0;1;0;2.94812;1;0;0;0
1;0;38.5;60;30.52189;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;44;7.7;0;1;0;2.94812;1;0;0;0
0;0;37.8;88;22;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;64;8;1;0;0;6;0;1;0;1
1;0;38.2;130;16;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;65;82;0;1;0;2;0;0;1;0
0;0;39;64;36;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;7;0;0;0;1;0;0;0;0;1;44;7.5;0;0;1;5;1;0;0;1
0;0;38.13445;60;36;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;0;0;1;0;0;0;0;1;0;26;72;0;1;0;1;1;0;0;1
1;0;37.9;72;30.52189;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;58;74;1;0;0;2;1;0;0;1
1;0;38.4;54;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;49;7.2;1;0;0;2.94812;1;0;0;0
1;0;38.13445;52;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;5.5;0;0;0;1;0;0;0;0;1;55;7.2;0;1;0;2.94812;1;0;0;0
1;0;38;48;12;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;42;6.3;0;1;0;4.1;1;0;0;0
1;0;37;60;20;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;4.5;0;0;0;1;0;0;0;1;0;43;7.6;0;1;0;2.94812;0;0;1;1
0;0;37.8;48;28;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;46;5.9;0;1;0;7;1;0;0;0
0;0;37.7;56;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;1;0;1
0;0;38.1;52;24;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;7;1;0;0;0;0;0;0;0;1;54;7.5;0;1;0;2.6;0;1;0;1
0;1;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;37;4.9;0;1;0;2.94812;0;1;0;1
0;1;39.7;100;30.52189;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;48;57;0;1;0;2;0;0;1;1
0;0;37.6;38;20;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;37;68;0;1;0;2.94812;1;0;0;1
1;0;38.7;52;20;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;33;77;0;1;0;2.94812;1;0;0;0
0;0;38.13445;70.75731;30.52189;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;46;5.9;0;1;0;2.94812;0;1;0;1
0;0;37.5;96;18;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;5;0;0;0;1;0;0;0;1;0;69;8.9;0;0;1;2.94812;1;0;0;1
0;0;36.4;98;35;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;1;0;47;6.4;0;0;1;3.6;0;1;0;1
0;0;37.3;40;30.52189;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;36;24.77108;0;0;1;2;1;0;0;1
0;1;38.1;100;80;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;36;5.7;0;1;0;2.94812;1;0;0;1
0;0;38;70.75731;24;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;68;7.8;0;1;0;2.94812;0;1;0;1
0;0;37.8;60;80;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;5.5;0;0;0;1;0;0;0;0;1;40;4.5;0;1;0;2.94812;1;0;0;1
1;0;38;54;30;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;1;0;45;6.2;0;1;0;2.94812;1;0;0;0
0;0;38.13445;88;40;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;50;7.7;0;0;1;1.4;0;1;0;1
1;0;38.13445;40;16;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;50;7;0;1;0;3.9;0;0;1;1
1;0;39;64;40;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;1;0;0;42;7.5;0;1;0;2.3;1;0;0;0
1;0;38.3;42;10;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;38;61;0;1;0;2.94812;1;0;0;0
1;0;38;52;16;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;53;86;0;1;0;2.94812;1;0;0;1
1;0;40.3;114;36;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;7;1;0;0;0;0;0;0;0;1;57;8.1;0;0;1;4.5;0;1;0;1
1;0;38.8;50;20;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;1;0;0;0;0;42;6.2;0;1;0;2.94812;1;0;0;0
1;0;38.13445;70.75731;30.52189;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;38;6.5;0;1;0;2.94812;0;1;0;1
1;0;37.5;48;30;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;48;8.6;0;1;0;2.94812;1;0;0;0
0;0;37.3;48;20;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;41;69;0;1;0;2.94812;1;0;0;1
1;0;38.13445;84;36;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;44;8.5;0;1;0;2.94812;1;0;0;1
0;0;38.1;88;32;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;55;60;0;1;0;2.94812;0;0;1;0
1;0;37.7;44;40;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;41;60;0;1;0;2.94812;1;0;0;0
1;0;39.6;108;51;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;4.962319;0;0;1;0;0;0;0;0;1;59;8;0;1;0;2.6;1;0;0;0
0;0;38.2;40;16;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;34;66;0;1;0;2.94812;1;0;0;0
0;0;38.13445;60;20;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;0;1;1
1;0;38.3;40;16;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;37;57;0;1;0;2.94812;1;0;0;0
0;1;38;140;68;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;1;0;0;1;0;0;0;0;39;5.3;0;1;0;2.94812;1;0;0;1
0;0;37.8;52;24;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;5.7;0;1;0;0;0;0;0;0;1;48;6.6;1;0;0;3.7;0;1;0;1
