REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8
2.3,0,1,0,0,1,1956,0
2.3,0,0,0,0,0,1956,1
2.3,0,1,0,0,0,1956,1
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,1,1956,1
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,1,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,1,0,0,1,1956,1
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,1,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,0,1956,1
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,1,0,0,1956,1
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,0,0,0,1,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,1
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,0,0,0,1,1956,1
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,0,1956,1
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,1,1956,1
2.3,0,1,0,0,1,1956,1
2.3,0,1,0,0,1,1956,0
2.3,0,0,0,0,1,1956,0
2.3,0,0,0,0,0,1956,1
2.3,0,0,0,0,0,1956,1
2.3,0,0,0,0,0,1956,1
2.3,0,1,0,0,1,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,1
2.3,0,1,0,0,1,1956,1
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,0,0,0,1956,0
2.3,0,1,0,0,1,1956,0
2.3,0,1,1,0,0,1956,0
2.3,0,0,0,0,0,1956,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,1,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,0,0,0,0,1957,1
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,1,1,1,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,1,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,1,1,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,1,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,1,0,0,0,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,1
2.3,0,1,0,0,1,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,1
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,0,0,0,0,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,0,0,0,0,1957,0
2.3,0,1,0,0,1,1957,0
2.3,0,1,0,0,0,1957,0
2.3,0,1,0,0,0,1957,1
2.3,0,1,1,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,1
2.3,0,0,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,1,0,0,1958,1
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,1
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,1
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,1,0,0,1,1958,1
2.3,0,1,0,0,1,1958,1
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,1,0,0,0,1958,1
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,1
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,1
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,1,1958,1
2.3,0,1,1,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,1,1958,1
2.3,0,1,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,1,0,0,1958,0
2.3,0,1,0,0,0,1958,1
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,1,0,0,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,1,1958,0
2.3,0,1,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1958,0
2.3,0,1,0,0,1,1958,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,1,0,1,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,1
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,0,0,0,0,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,1
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,1,0,0,0,1959,1
2.3,0,1,0,0,0,1959,1
2.3,0,0,0,0,1,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,1
2.3,0,1,1,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,1
2.3,0,1,0,0,1,1959,1
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,1
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,1
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,1,1959,0
2.3,0,0,0,0,1,1959,0
2.3,0,0,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,1,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,1,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,0,0,0,0,1959,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,0,0,0,1,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,1,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,1
2.3,0,1,0,0,0,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,1,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,1
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,1,1960,1
2.3,0,0,0,0,0,1960,1
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,1,1960,1
2.3,0,1,0,0,0,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,1
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,1,1,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,1,1960,1
2.3,0,1,1,0,1,1960,1
2.3,0,0,0,0,1,1960,0
2.3,0,0,0,0,0,1960,1
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,0,1960,1
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,0,1960,1
2.3,0,1,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,1,0,1,1960,1
2.3,0,0,0,0,0,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,1,1960,1
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,1,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,1,0,0,1,1960,0
2.3,0,0,0,0,0,1960,0
2.3,0,1,0,0,0,1960,1
2.3,0,1,0,0,0,1960,1
2.3,0,0,0,0,0,1960,0
2.3,0,1,1,0,0,1960,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,1,1961,0
2.3,0,1,0,1,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,1,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,0,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,1,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,1,1961,1
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,0,0,0,0,1961,1
2.3,0,1,1,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,1,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,1,0,1,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,1,1,0,1,1961,0
2.3,0,0,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,1
2.3,0,0,0,0,0,1961,1
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,1,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,1
